,Temperature,Humidity,Sound_speed_20,0.05,0.4307692307692308,0.8115384615384617,1.1923076923076925,1.5730769230769233,1.953846153846154,2.3346153846153848,2.7153846153846155,3.0961538461538463,3.476923076923077,3.8576923076923078,4.2384615384615385,4.61923076923077,5.0
0,0.0,0.0,340.41961928581355,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,69.79836905659798,73.09942169544017,75.38640825837804,77.744945422097,80.17727171679005,82.68569570724627,86.59624315553374,89.3054909156971,92.09950012922702,94.98092264069919
1,2.0,0.0,341.9611978722415,40.71091220978629,50.50851617956232,53.718370715593814,55.39900223305413,58.01904944880436,61.70620407412351,64.62454486839977,66.6463866603332,68.73148374079413,70.88181511305702,74.23410838276291,76.55659472322108,78.95174230955568,82.68569570724627
2,4.0,0.0,347.79791891751216,35.99103948723757,37.693204129189006,38.872472711048495,40.71091220978629,43.29812157776688,50.50851617956232,54.5522147967359,57.13221394346994,58.91965086935957,61.70620407412351,63.63674273358635,65.62768017420258,67.68090603063297,68.73148374079413
3,6.0,0.0,351.23036192721435,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.97021721136937,44.65274545784855,50.50851617956232,54.5522147967359
4,8.0,0.0,349.29819006875096,35.99103948723757,37.693204129189006,40.08863585839502,43.97021721136937,52.08872427338086,54.5522147967359,57.13221394346994,60.76300949937213,62.66403939845544,65.62768017420258,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017
5,10.0,0.0,341.71742061462646,37.11705419138145,39.47587115477783,41.98459272639334,46.04975006461351,75.38640825837804,85.27259818395133,94.98092264069919,102.5850705070639,110.79800446610825,119.66846377345345,129.24908973679953,139.59673811319595,162.84364883914515,0.0
6,12.0,0.0,342.8065047728615,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
7,14.0,0.0,341.90817323347443,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
8,16.0,0.0,337.54822117445354,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,45.345868257568206
9,18.0,0.0,339.1368544095481,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206
10,20.0,0.0,363.4448663543256,35.99103948723757,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,44.65274545784855,46.76455788581021,48.976246630114034,50.50851617956232,52.08872427338086,53.718370715593814
11,22.0,0.0,341.22034632704543,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206
12,24.0,0.0,394.3277896836906,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,37.11705419138145
13,26.0,0.0,346.4203233256351,37.11705419138145,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351
14,28.0,0.0,358.1173260572987,37.693204129189006,40.08863585839502,42.63629909197568,43.97021721136937,70.88181511305702,73.09942169544017,74.23410838276291,76.55659472322108,78.95174230955568,81.42182441957257,82.68569570724627,86.59624315553374,89.3054909156971,92.09950012922702
15,30.0,0.0,346.1538461538461,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,45.345868257568206
16,32.0,0.0,384.3560252020742,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783
17,34.0,0.0,367.3364639570084,35.99103948723757,37.11705419138145,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,42.63629909197568,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017,74.23410838276291,75.38640825837804
18,36.0,0.0,349.29033075655803,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
19,38.0,0.0,364.60101839169755,37.11705419138145,39.47587115477783,44.65274545784855,60.76300949937213,65.62768017420258,67.68090603063297,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,82.68569570724627,86.59624315553374,89.3054909156971
20,40.0,0.0,353.0937740199846,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688
21,0.0,5.0,339.9367917983504,37.11705419138145,40.08863585839502,42.63629909197568,43.29812157776688,46.04975006461351,77.744945422097,78.95174230955568,81.42182441957257,83.96918545278668,87.94043442273875,90.69173651513641,93.52911577162043,96.45526520005703,99.47296206168487
22,2.0,5.0,331.7435719981344,38.27829736161054,45.345868257568206,94.98092264069919,102.5850705070639,109.1044295934718,116.03809889760873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,4.0,5.0,344.3913410177116,37.11705419138145,45.345868257568206,62.66403939845544,64.62454486839977,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017,74.23410838276291,77.744945422097,78.95174230955568,81.42182441957257,82.68569570724627,86.59624315553374
24,6.0,5.0,344.04206518856006,38.27829736161054,41.342847853623134,43.29812157776688,45.345868257568206,73.09942169544017,75.38640825837804,77.744945422097,80.17727171679005,81.42182441957257,83.96918545278668,87.94043442273875,89.3054909156971,92.09950012922702,94.98092264069919
25,8.0,5.0,355.18170683617393,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937
26,10.0,5.0,377.554176935097,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495
27,12.0,5.0,335.0300083567576,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855
28,14.0,5.0,384.05041038313647,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145
29,16.0,5.0,327.99809597477173,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688
30,18.0,5.0,339.60694923607684,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206
31,20.0,5.0,372.71356166528466,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.08863585839502
32,22.0,5.0,343.85428687271946,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,45.345868257568206
33,24.0,5.0,375.58852848715406,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,40.71091220978629
34,26.0,5.0,343.74707698063787,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937
35,28.0,5.0,343.1906614785993,37.11705419138145,38.27829736161054,40.08863585839502,41.342847853623134,42.63629909197568,43.97021721136937,45.345868257568206,46.76455788581021,48.976246630114034,50.50851617956232,52.08872427338086,52.89727214724615,54.5522147967359,55.39900223305413
36,30.0,5.0,346.0017574692442,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937
37,32.0,5.0,397.7356267790953,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006
38,34.0,5.0,363.0262588444172,35.99103948723757,38.27829736161054,45.345868257568206,46.04975006461351,47.490461320349596,48.227632600028514,48.976246630114034,48.976246630114034,49.73648103084244,51.29253525353195,52.08872427338086,53.718370715593814,56.258933937941066,97.95249326022807
39,36.0,5.0,367.78810067886513,38.27829736161054,50.50851617956232,52.08872427338086,53.718370715593814,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,62.66403939845544,64.62454486839977,65.62768017420258,66.6463866603332,67.68090603063297,69.79836905659798
40,38.0,5.0,342.99847556233084,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
41,40.0,5.0,351.809304997128,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937
42,0.0,10.0,347.4075729734423,35.99103948723757,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,43.97021721136937,47.490461320349596,50.50851617956232,53.718370715593814,54.5522147967359,57.13221394346994,58.91965086935957,60.76300949937213,62.66403939845544
43,2.0,10.0,340.81951249671545,37.11705419138145,39.47587115477783,41.342847853623134,42.63629909197568,44.65274545784855,46.04975006461351,81.42182441957257,82.68569570724627,86.59624315553374,89.3054909156971,92.09950012922702,94.98092264069919,97.95249326022807,102.5850705070639
44,4.0,10.0,315.05400925873005,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568,42.63629909197568
45,6.0,10.0,364.8371098862321,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629
46,8.0,10.0,385.3607549335102,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008,36.54971084772008
47,10.0,10.0,336.5435980402632,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,41.98459272639334,42.63629909197568
48,12.0,10.0,339.02735281907786,37.11705419138145,38.872472711048495,40.71091220978629,41.98459272639334,43.29812157776688,45.345868257568206,46.76455788581021,49.73648103084244,53.718370715593814,58.01904944880436,61.70620407412351,68.73148374079413,0.0,0.0
49,14.0,10.0,341.8233680065729,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937
