,Temperature,Humidity,Sound_speed_20,0.05,0.7571428571428572,1.4642857142857144,2.1714285714285713,2.8785714285714286,3.585714285714286,4.292857142857143,5.0
0,0.0,0.0,333.7268434435162,37.693204129189006,42.63629909197568,45.345868257568206,51.29253525353195,65.62768017420258,0.0,0.0,0.0
1,2.0,0.0,337.2126810319778,35.99103948723757,40.71091220978629,101.01703235912464,114.26442788693988,129.24908973679953,143.96415794895032,175.8808688454775,351.761737690955
2,4.0,0.0,341.28372208206287,37.11705419138145,41.342847853623134,43.97021721136937,48.976246630114034,90.69173651513641,96.45526520005703,104.17744854676172,110.79800446610825
3,6.0,0.0,324.44124008651767,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568
4,8.0,0.0,343.0678511972368,37.11705419138145,41.98459272639334,44.65274545784855,87.94043442273875,93.52911577162043,101.01703235912464,109.1044295934718,116.03809889760873
5,10.0,0.0,338.81376767055934,37.11705419138145,40.71091220978629,43.29812157776688,45.345868257568206,48.976246630114034,53.718370715593814,59.83423188672673,0.0
6,12.0,0.0,349.59491383000653,36.54971084772008,44.65274545784855,46.04975006461351,48.227632600028514,51.29253525353195,87.94043442273875,90.69173651513641,94.98092264069919
7,14.0,0.0,346.659958809565,37.11705419138145,41.342847853623134,43.29812157776688,46.76455788581021,94.98092264069919,101.01703235912464,107.43674143118763,114.26442788693988
8,16.0,0.0,337.6567692142781,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855
9,18.0,0.0,338.9543910350022,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
10,20.0,0.0,352.7943552903153,37.693204129189006,41.98459272639334,45.345868257568206,76.55659472322108,81.42182441957257,85.27259818395133,89.3054909156971,94.98092264069919
11,22.0,0.0,341.81806907670375,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
12,24.0,0.0,355.34064406144415,37.11705419138145,40.71091220978629,57.13221394346994,67.68090603063297,74.23410838276291,80.17727171679005,86.59624315553374,92.09950012922702
13,26.0,0.0,343.58103370366337,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
14,28.0,0.0,374.58207354559744,35.99103948723757,37.693204129189006,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937
15,30.0,0.0,345.9474724654053,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688
16,32.0,0.0,361.5316152667887,35.99103948723757,39.47587115477783,42.63629909197568,54.5522147967359,66.6463866603332,73.09942169544017,77.744945422097,82.68569570724627
17,34.0,0.0,348.33572929337606,38.872472711048495,42.63629909197568,43.97021721136937,45.345868257568206,46.76455788581021,47.490461320349596,58.91965086935957,58.91965086935957
18,36.0,0.0,349.78901614898956,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
19,38.0,0.0,360.0,37.11705419138145,41.342847853623134,43.29812157776688,45.345868257568206,51.29253525353195,109.1044295934718,117.83930173871916,127.2734854671727
20,40.0,0.0,351.809304997128,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
21,0.0,5.0,331.9733216904293,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568
22,2.0,5.0,336.2100512320078,37.11705419138145,40.71091220978629,43.29812157776688,45.345868257568206,49.73648103084244,150.77281651675608,0.0,0.0
23,4.0,5.0,354.6181941502783,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502
24,6.0,5.0,330.5995771923775,37.11705419138145,40.08863585839502,42.63629909197568,44.65274545784855,46.76455788581021,49.73648103084244,51.29253525353195,52.89727214724615
25,8.0,5.0,342.3647232357737,37.11705419138145,41.342847853623134,43.97021721136937,48.227632600028514,105.7945442944923,112.51786787588213,123.41240814824702,135.36181206126594
26,10.0,5.0,369.69351485480513,35.99103948723757,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937
27,12.0,5.0,334.8722777389667,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855
28,14.0,5.0,342.2478153569155,37.11705419138145,41.342847853623134,43.97021721136937,46.76455788581021,52.89727214724615,0.0,0.0,0.0
29,16.0,5.0,350.0666793674986,37.11705419138145,41.98459272639334,45.345868257568206,76.55659472322108,81.42182441957257,86.59624315553374,92.09950012922702,97.95249326022807
30,18.0,5.0,339.1838053192635,37.11705419138145,38.872472711048495,40.08863585839502,41.98459272639334,42.63629909197568,43.97021721136937,44.65274545784855,45.345868257568206
31,20.0,5.0,363.5749921969276,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134
32,22.0,5.0,341.1886672752875,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855
33,24.0,5.0,338.30433581883466,37.11705419138145,39.47587115477783,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
34,26.0,5.0,343.75779496133697,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
35,28.0,5.0,347.3972775397025,37.11705419138145,39.47587115477783,41.342847853623134,43.29812157776688,44.65274545784855,46.76455788581021,51.29253525353195,55.39900223305413
36,30.0,5.0,349.8001142204455,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688
37,32.0,5.0,379.0688721791875,35.99103948723757,37.11705419138145,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334
38,34.0,5.0,348.45132743362836,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
39,36.0,5.0,367.2780267989128,36.54971084772008,40.08863585839502,53.718370715593814,58.01904944880436,62.66403939845544,66.6463866603332,68.73148374079413,73.09942169544017
40,38.0,5.0,356.3578770444115,37.693204129189006,52.89727214724615,139.59673811319595,157.9034846191113,0.0,0.0,0.0,0.0
41,40.0,5.0,352.6025425761573,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688
42,0.0,10.0,344.0474332969262,37.693204129189006,49.73648103084244,53.718370715593814,57.13221394346994,60.76300949937213,64.62454486839977,67.68090603063297,70.88181511305702
43,2.0,10.0,357.4262607329257,35.99103948723757,37.11705419138145,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568
44,4.0,10.0,342.03546000279215,37.11705419138145,51.29253525353195,75.38640825837804,80.17727171679005,85.27259818395133,90.69173651513641,96.45526520005703,102.5850705070639
45,6.0,10.0,344.5420169380294,37.11705419138145,40.71091220978629,66.6463866603332,74.23410838276291,80.17727171679005,86.59624315553374,92.09950012922702,99.47296206168487
46,8.0,10.0,325.28360895156885,35.99103948723757,38.27829736161054,40.08863585839502,41.98459272639334,43.29812157776688,43.97021721136937,56.258933937941066,57.13221394346994
47,10.0,10.0,353.510334526189,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,43.29812157776688,44.65274545784855
48,12.0,10.0,346.11581144929136,36.54971084772008,40.08863585839502,41.98459272639334,43.29812157776688,45.345868257568206,46.04975006461351,48.227632600028514,49.73648103084244
49,14.0,10.0,338.51727896587187,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
50,16.0,10.0,361.9035381780106,35.99103948723757,36.54971084772008,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134
51,18.0,10.0,340.55631921170084,37.11705419138145,39.47587115477783,41.98459272639334,43.97021721136937,46.04975006461351,48.227632600028514,51.29253525353195,52.89727214724615
52,20.0,10.0,361.28198611207995,35.99103948723757,36.54971084772008,37.693204129189006,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568
53,22.0,10.0,342.6626676405227,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
54,24.0,10.0,352.43346919204026,37.11705419138145,41.342847853623134,43.29812157776688,45.345868257568206,99.47296206168487,105.7945442944923,112.51786787588213,123.41240814824702
55,26.0,10.0,343.6238682229738,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.97021721136937,44.65274545784855
56,28.0,10.0,353.8076441705979,37.11705419138145,39.47587115477783,41.98459272639334,43.97021721136937,46.04975006461351,121.52601899874426,133.2927733206664,146.1988433908803
57,30.0,10.0,361.4753171411037,35.99103948723757,38.872472711048495,52.08872427338086,55.39900223305413,59.83423188672673,87.94043442273875,92.09950012922702,94.98092264069919
58,32.0,10.0,345.45967287084034,37.693204129189006,51.29253525353195,55.39900223305413,73.09942169544017,74.23410838276291,75.38640825837804,75.38640825837804,76.55659472322108
59,34.0,10.0,374.0666930194961,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629
60,36.0,10.0,342.8384849804092,37.11705419138145,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568
61,38.0,10.0,352.2701856407963,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855
62,40.0,10.0,364.99370985896843,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334
