,Temperature,Humidity,Sound_speed_20,0.05,0.6892857142857143,1.3285714285714285,1.9678571428571427,2.6071428571428568,3.246428571428571,3.8857142857142852,4.5249999999999995,5.164285714285714,5.803571428571428,6.442857142857142,7.082142857142856,7.721428571428571,8.360714285714286,9.0
10,20.0,0.0,337.83266175366566,37.11705419138145,40.08863585839502,43.29812157776688,47.490461320349596,51.29253525353195,53.718370715593814,55.39900223305413,56.258933937941066,58.01904944880436,58.91965086935957,59.83423188672673,60.76300949937213,61.70620407412351,62.66403939845544,64.62454486839977
11,22.0,0.0,341.8445653690526,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,47.490461320349596,48.227632600028514,48.976246630114034
12,24.0,0.0,350.75719012471376,38.27829736161054,43.29812157776688,46.76455788581021,104.17744854676172,109.1044295934718,117.83930173871916,129.24908973679953,139.59673811319595,160.3545434335801,0.0,0.0,0.0,0.0,0.0,0.0
13,26.0,0.0,356.0011624527754,37.693204129189006,43.29812157776688,46.76455788581021,48.976246630114034,51.29253525353195,55.39900223305413,58.91965086935957,109.1044295934718,112.51786787588213,117.83930173871916,125.32807879691089,133.2927733206664,139.59673811319595,150.77281651675608,167.93837090557335
14,28.0,0.0,364.607447582512,38.27829736161054,44.65274545784855,47.490461320349596,50.50851617956232,52.89727214724615,54.5522147967359,57.13221394346994,60.76300949937213,62.66403939845544,65.62768017420258,67.68090603063297,69.79836905659798,73.09942169544017,75.38640825837804,77.744945422097
15,30.0,0.0,348.7048107031027,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514
16,32.0,0.0,347.4903474903476,37.11705419138145,38.872472711048495,41.342847853623134,43.29812157776688,44.65274545784855,46.04975006461351,50.50851617956232,53.718370715593814,56.258933937941066,58.91965086935957,61.70620407412351,63.63674273358635,66.6463866603332,70.88181511305702,0.0
17,34.0,0.0,349.1133628879037,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596
18,36.0,0.0,354.4389255919371,37.11705419138145,40.08863585839502,41.98459272639334,43.97021721136937,45.345868257568206,46.04975006461351,48.227632600028514,49.73648103084244,51.29253525353195,52.89727214724615,54.5522147967359,56.258933937941066,58.91965086935957,61.70620407412351,65.62768017420258
19,38.0,0.0,341.5374606960859,35.99103948723757,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.227632600028514,48.976246630114034,48.976246630114034,49.73648103084244,50.50851617956232,50.50851617956232,51.29253525353195
20,40.0,0.0,351.87106040054255,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034
21,0.0,5.0,337.41908827985134,37.11705419138145,41.342847853623134,43.29812157776688,45.345868257568206,97.95249326022807,104.17744854676172,110.79800446610825,119.66846377345345,129.24908973679953,141.76363022611403,157.9034846191113,0.0,0.0,0.0,0.0
22,2.0,5.0,349.78901614898956,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,46.04975006461351,77.744945422097,80.17727171679005
23,4.0,5.0,345.0802670743858,35.99103948723757,38.27829736161054,40.08863585839502,41.342847853623134,43.97021721136937,48.227632600028514,57.13221394346994,66.6463866603332,73.09942169544017,77.744945422097,83.96918545278668,90.69173651513641,97.95249326022807,105.7945442944923,112.51786787588213
24,6.0,5.0,338.39779005524855,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,51.29253525353195,146.1988433908803,250.65615759382177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.0,5.0,361.6086736555473,35.99103948723757,37.11705419138145,37.693204129189006,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,45.345868257568206,47.490461320349596,48.976246630114034,50.50851617956232,52.08872427338086
26,10.0,5.0,354.50923333596967,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.97021721136937,46.04975006461351,50.50851617956232,57.13221394346994,63.63674273358635,67.68090603063297
27,12.0,5.0,335.7186358099879,37.11705419138145,39.47587115477783,40.71091220978629,41.98459272639334,42.63629909197568,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244,51.29253525353195
28,14.0,5.0,332.74480510661414,38.872472711048495,43.29812157776688,45.345868257568206,46.76455788581021,48.227632600028514,49.73648103084244,50.50851617956232,51.29253525353195,52.08872427338086,53.718370715593814,54.5522147967359,56.258933937941066,75.38640825837804,75.38640825837804,75.38640825837804
29,16.0,5.0,342.8544773218478,37.693204129189006,61.70620407412351,150.77281651675608,283.52726045222806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,18.0,5.0,338.94397048651143,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034
31,20.0,5.0,355.68531931024467,39.47587115477783,58.01904944880436,61.70620407412351,64.62454486839977,67.68090603063297,70.88181511305702,73.09942169544017,76.55659472322108,80.17727171679005,82.68569570724627,87.94043442273875,92.09950012922702,96.45526520005703,101.01703235912464,107.43674143118763
32,22.0,5.0,342.08321697849766,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244,51.29253525353195
33,24.0,5.0,355.22118761478225,37.11705419138145,40.71091220978629,46.04975006461351,54.5522147967359,63.63674273358635,69.79836905659798,75.38640825837804,82.68569570724627,89.3054909156971,96.45526520005703,104.17744854676172,112.51786787588213,123.41240814824702,133.2927733206664,146.1988433908803
34,26.0,5.0,343.7631542023292,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,47.490461320349596
35,28.0,5.0,345.7359236088245,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,47.490461320349596,48.227632600028514,49.73648103084244,51.29253525353195
36,30.0,5.0,347.03095736476814,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244
37,32.0,5.0,376.26956997667656,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,43.29812157776688,43.97021721136937,45.345868257568206,46.76455788581021,47.490461320349596,49.73648103084244,51.29253525353195,52.08872427338086
38,34.0,5.0,348.0662983425414,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206,45.345868257568206
39,36.0,5.0,369.2110458451899,35.99103948723757,38.27829736161054,40.08863585839502,43.97021721136937,52.08872427338086,57.13221394346994,60.76300949937213,63.63674273358635,66.6463866603332,68.73148374079413,70.88181511305702,74.23410838276291,76.55659472322108,80.17727171679005,82.68569570724627
40,38.0,5.0,364.83669214732447,37.693204129189006,41.98459272639334,45.345868257568206,73.09942169544017,75.38640825837804,77.744945422097,81.42182441957257,85.27259818395133,89.3054909156971,93.52911577162043,97.95249326022807,104.17744854676172,109.1044295934718,114.26442788693988,121.52601899874426
41,40.0,5.0,353.86442418795735,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,48.227632600028514,48.227632600028514
42,0.0,10.0,344.12260440726635,38.27829736161054,53.718370715593814,57.13221394346994,60.76300949937213,63.63674273358635,66.6463866603332,68.73148374079413,71.98207897447516,75.38640825837804,77.744945422097,81.42182441957257,85.27259818395133,89.3054909156971,93.52911577162043,99.47296206168487
43,2.0,10.0,332.5842018733314,37.11705419138145,41.342847853623134,44.65274545784855,49.73648103084244,65.62768017420258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,4.0,10.0,355.1175746608038,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,46.04975006461351
45,6.0,10.0,357.27429337259565,35.99103948723757,38.27829736161054,39.47587115477783,40.71091220978629,42.63629909197568,43.97021721136937,45.345868257568206,47.490461320349596,49.73648103084244,50.50851617956232,52.89727214724615,54.5522147967359,56.258933937941066,57.13221394346994,59.83423188672673
46,8.0,10.0,341.9877163595757,37.693204129189006,51.29253525353195,86.59624315553374,93.52911577162043,101.01703235912464,109.1044295934718,116.03809889760873,127.2734854671727,139.59673811319595,160.3545434335801,0.0,0.0,0.0,0.0,0.0
47,10.0,10.0,345.0596225470251,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,87.94043442273875,90.69173651513641,96.45526520005703,102.5850705070639,107.43674143118763,114.26442788693988,123.41240814824702,131.25536034840516,143.96415794895032,162.84364883914515,243.05203799748853
48,12.0,10.0,343.6238682229738,37.11705419138145,39.47587115477783,41.98459272639334,43.29812157776688,45.345868257568206,51.29253525353195,127.2734854671727,137.46296748158827,155.489890844194,0.0,0.0,0.0,0.0,0.0,0.0
49,14.0,10.0,336.34852113428,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244
50,16.0,10.0,388.9713438445794,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783,39.47587115477783,40.08863585839502
51,18.0,10.0,339.53373779680334,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514
52,20.0,10.0,329.4142253163422,37.11705419138145,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,44.65274545784855
53,22.0,10.0,341.1886672752875,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514
54,24.0,10.0,363.7306444603338,36.54971084772008,38.27829736161054,40.08863585839502,41.98459272639334,43.97021721136937,45.345868257568206,47.490461320349596,50.50851617956232,52.08872427338086,54.5522147967359,57.13221394346994,60.76300949937213,62.66403939845544,66.6463866603332,68.73148374079413
55,26.0,10.0,343.58103370366337,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034
56,28.0,10.0,354.3933525128979,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351
57,30.0,10.0,347.2276900303923,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,47.490461320349596,48.227632600028514,49.73648103084244,50.50851617956232,51.29253525353195
58,32.0,10.0,359.2433894328679,37.11705419138145,41.342847853623134,43.29812157776688,46.04975006461351,82.68569570724627,87.94043442273875,93.52911577162043,97.95249326022807,104.17744854676172,110.79800446610825,117.83930173871916,127.2734854671727,137.46296748158827,150.77281651675608,250.65615759382177
59,34.0,10.0,348.71584008097176,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,48.227632600028514,48.227632600028514
60,36.0,10.0,338.00355631859713,35.99103948723757,36.54971084772008,37.693204129189006,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,52.08872427338086,52.89727214724615,52.89727214724615,52.89727214724615,53.718370715593814,53.718370715593814,54.5522147967359
61,38.0,10.0,351.1146496815287,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,47.490461320349596
62,40.0,10.0,377.10176635527176,35.99103948723757,37.11705419138145,37.693204129189006,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,47.490461320349596,52.08872427338086,54.5522147967359,57.13221394346994,60.76300949937213,62.66403939845544,65.62768017420258
63,0.0,15.0,352.9030063403855,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688
64,2.0,15.0,339.6331038306917,37.11705419138145,41.342847853623134,43.29812157776688,48.976246630114034,90.69173651513641,96.45526520005703,102.5850705070639,109.1044295934718,117.83930173871916,129.24908973679953,139.59673811319595,160.3545434335801,0.0,0.0,0.0
65,4.0,15.0,323.2237353230039,37.693204129189006,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244,50.50851617956232,50.50851617956232,51.29253525353195,52.08872427338086,52.08872427338086,52.89727214724615,52.89727214724615,53.718370715593814,53.718370715593814
66,6.0,15.0,353.5276720318706,35.99103948723757,36.54971084772008,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,44.65274545784855,48.227632600028514,54.5522147967359,60.76300949937213
67,8.0,15.0,343.35098100280277,37.693204129189006,48.976246630114034,78.95174230955568,83.96918545278668,89.3054909156971,94.98092264069919,101.01703235912464,109.1044295934718,116.03809889760873,125.32807879691089,135.36181206126594,148.4682167655258,279.1934762263919,0.0,0.0
68,10.0,15.0,334.2529711375212,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,47.490461320349596,48.227632600028514,48.976246630114034
69,12.0,15.0,333.7268434435162,37.693204129189006,63.63674273358635,65.62768017420258,66.6463866603332,67.68090603063297,69.79836905659798,70.88181511305702,70.88181511305702,71.98207897447516,73.09942169544017,74.23410838276291,75.38640825837804,76.55659472322108,77.744945422097,78.95174230955568
70,14.0,15.0,359.76355365864123,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.97021721136937,50.50851617956232,57.13221394346994,61.70620407412351,65.62768017420258,67.68090603063297
71,16.0,15.0,357.30291800648706,35.99103948723757,37.693204129189006,39.47587115477783,40.71091220978629,43.29812157776688,44.65274545784855,47.490461320349596,50.50851617956232,53.718370715593814,56.258933937941066,59.83423188672673,62.66403939845544,66.6463866603332,68.73148374079413,73.09942169544017
72,18.0,15.0,339.7011246341088,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.97021721136937,44.65274545784855,45.345868257568206,46.76455788581021,47.490461320349596,48.976246630114034,49.73648103084244,51.29253525353195,52.08872427338086,52.89727214724615
73,20.0,15.0,355.59127367592816,36.54971084772008,38.27829736161054,40.71091220978629,44.65274545784855,62.66403939845544,67.68090603063297,73.09942169544017,77.744945422097,81.42182441957257,85.27259818395133,89.3054909156971,94.98092264069919,99.47296206168487,104.17744854676172,110.79800446610825
74,22.0,15.0,340.1517956312478,37.11705419138145,40.71091220978629,44.65274545784855,48.976246630114034,52.89727214724615,54.5522147967359,57.13221394346994,58.01904944880436,59.83423188672673,60.76300949937213,62.66403939845544,63.63674273358635,65.62768017420258,66.6463866603332,67.68090603063297
75,24.0,15.0,342.8011753183154,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244
76,26.0,15.0,345.03262553397906,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
77,28.0,15.0,346.31694675671434,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021,47.490461320349596
78,30.0,15.0,358.17549787206394,37.693204129189006,43.97021721136937,76.55659472322108,80.17727171679005,83.96918545278668,89.3054909156971,93.52911577162043,97.95249326022807,104.17744854676172,109.1044295934718,116.03809889760873,125.32807879691089,133.2927733206664,146.1988433908803,165.37139141449254
79,32.0,15.0,350.84090438988676,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855
80,34.0,15.0,348.2752084912814,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034
81,36.0,15.0,339.8267731097618,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,44.65274545784855
82,38.0,15.0,350.75161059413034,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514
83,40.0,15.0,398.9209053383541,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495
84,0.0,20.0,345.0967107141834,35.99103948723757,38.27829736161054,40.08863585839502,41.98459272639334,44.65274545784855,48.227632600028514,53.718370715593814,57.13221394346994,61.70620407412351,66.6463866603332,69.79836905659798,74.23410838276291,78.95174230955568,82.68569570724627,89.3054909156971
85,2.0,20.0,332.84023668639054,37.693204129189006,96.45526520005703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,4.0,20.0,380.07493748166837,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495
87,6.0,20.0,340.7299811478196,37.693204129189006,41.342847853623134,43.29812157776688,45.345868257568206,51.29253525353195,114.26442788693988,123.41240814824702,133.2927733206664,146.1988433908803,225.03573575176426,0.0,0.0,0.0,0.0,0.0
88,8.0,20.0,354.1888544212208,35.99103948723757,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,46.04975006461351,49.73648103084244,52.89727214724615,54.5522147967359,58.01904944880436,62.66403939845544,66.6463866603332,68.73148374079413
89,10.0,20.0,338.4497313891021,37.11705419138145,39.47587115477783,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034,49.73648103084244,50.50851617956232,51.29253525353195
90,12.0,20.0,351.29365281672193,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,105.7945442944923
91,14.0,20.0,337.4552355299807,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244,51.29253525353195,52.08872427338086
92,16.0,20.0,350.8688180255871,37.693204129189006,42.63629909197568,68.73148374079413,73.09942169544017,76.55659472322108,80.17727171679005,83.96918545278668,89.3054909156971,93.52911577162043,99.47296206168487,105.7945442944923,110.79800446610825,119.66846377345345,129.24908973679953,139.59673811319595
93,18.0,20.0,358.42585217575055,37.693204129189006,40.71091220978629,46.76455788581021,50.50851617956232,52.89727214724615,54.5522147967359,57.13221394346994,60.76300949937213,63.63674273358635,66.6463866603332,68.73148374079413,70.88181511305702,74.23410838276291,77.744945422097,81.42182441957257
94,20.0,20.0,340.508987584162,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244
95,22.0,20.0,369.9788353269648,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,46.76455788581021,47.490461320349596
96,24.0,20.0,343.28683522231916,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.976246630114034,49.73648103084244,50.50851617956232,51.29253525353195
97,26.0,20.0,365.0342291316437,35.99103948723757,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,42.63629909197568,43.97021721136937,52.89727214724615,57.13221394346994,61.70620407412351,65.62768017420258,67.68090603063297,70.88181511305702,74.23410838276291
98,28.0,20.0,345.2757508377439,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244
99,30.0,20.0,354.5130068490949,37.11705419138145,40.08863585839502,42.63629909197568,44.65274545784855,46.04975006461351,49.73648103084244,52.89727214724615,58.01904944880436,250.65615759382177,0.0,0.0,0.0,0.0,0.0,0.0
100,32.0,20.0,348.0278422273783,37.11705419138145,38.872472711048495,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,48.227632600028514,48.976246630114034,49.73648103084244
101,34.0,20.0,357.93130316213234,38.27829736161054,42.63629909197568,46.04975006461351,97.95249326022807,104.17744854676172,110.79800446610825,119.66846377345345,127.2734854671727,139.59673811319595,153.11318944644216,0.0,0.0,0.0,0.0,0.0
