,Temperature,Humidity,Sound_speed_20,0.05,0.5846153846153846,1.1192307692307693,1.653846153846154,2.1884615384615382,2.7230769230769227,3.2576923076923077,3.792307692307692,4.326923076923077,4.861538461538461,5.396153846153846,5.93076923076923,6.4653846153846155,7.0
0,0.0,0.0,328.27154979901746,37.11705419138145,38.872472711048495,41.342847853623134,43.29812157776688,45.345868257568206,48.227632600028514,53.718370715593814,57.13221394346994,59.83423188672673,62.66403939845544,65.62768017420258,68.73148374079413,71.98207897447516,76.55659472322108
1,2.0,0.0,321.8414292386735,35.99103948723757,37.693204129189006,38.872472711048495,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,46.04975006461351,47.490461320349596,60.76300949937213,60.76300949937213
2,4.0,0.0,362.5125206119373,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134
3,6.0,0.0,352.24716052577753,35.99103948723757,36.54971084772008,37.693204129189006,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,44.65274545784855,46.76455788581021,48.227632600028514,52.08872427338086
4,8.0,0.0,322.9349736379614,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,43.97021721136937
5,10.0,0.0,350.68680947317193,35.99103948723757,37.11705419138145,38.872472711048495,39.47587115477783,40.71091220978629,41.98459272639334,43.29812157776688,44.65274545784855,48.227632600028514,52.89727214724615,57.13221394346994,62.66403939845544,67.68090603063297,73.09942169544017
6,12.0,0.0,343.31355971787576,37.11705419138145,40.08863585839502,42.63629909197568,43.97021721136937,45.345868257568206,47.490461320349596,49.73648103084244,52.08872427338086,55.39900223305413,58.91965086935957,63.63674273358635,0.0,0.0,0.0
7,14.0,0.0,351.44482874037715,37.11705419138145,42.63629909197568,58.01904944880436,61.70620407412351,64.62454486839977,66.6463866603332,68.73148374079413,71.98207897447516,74.23410838276291,77.744945422097,80.17727171679005,82.68569570724627,87.94043442273875,90.69173651513641
8,16.0,0.0,337.49655615759025,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021
9,18.0,0.0,356.47289073603145,36.54971084772008,37.693204129189006,40.08863585839502,66.6463866603332,68.73148374079413,70.88181511305702,73.09942169544017,75.38640825837804,77.744945422097,78.95174230955568,81.42182441957257,82.68569570724627,86.59624315553374,87.94043442273875
