,Temperature,Humidity,Sound_speed_20,0.05,0.5464285714285715,1.042857142857143,1.5392857142857144,2.0357142857142856,2.532142857142857,3.0285714285714285,3.525,4.021428571428571,4.517857142857143,5.014285714285714,5.510714285714285,6.007142857142857,6.503571428571429,7.0
0,0.0,0.0,344.0768956395857,35.99103948723757,37.11705419138145,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,48.227632600028514,54.5522147967359,61.70620407412351,66.6463866603332,70.88181511305702,74.23410838276291,77.744945422097,81.42182441957257
1,2.0,0.0,364.01136688790353,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629
2,4.0,0.0,358.3799270547017,35.99103948723757,35.99103948723757,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,38.27829736161054,38.27829736161054,38.872472711048495,39.47587115477783,39.47587115477783,40.08863585839502,40.08863585839502,40.71091220978629,40.71091220978629
3,6.0,0.0,337.1508080916194,37.693204129189006,40.71091220978629,43.29812157776688,45.345868257568206,51.29253525353195,157.9034846191113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.0,0.0,326.95729537366554,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206,45.345868257568206
5,10.0,0.0,338.9491806806653,38.872472711048495,46.04975006461351,53.718370715593814,61.70620407412351,69.79836905659798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12.0,0.0,335.5040929977785,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206,46.04975006461351,46.76455788581021
7,14.0,0.0,353.2295271049597,38.27829736161054,50.50851617956232,53.718370715593814,55.39900223305413,58.01904944880436,60.76300949937213,62.66403939845544,65.62768017420258,67.68090603063297,69.79836905659798,71.98207897447516,74.23410838276291,77.744945422097,78.95174230955568,81.42182441957257
8,16.0,0.0,338.1849971626203,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,43.97021721136937,44.65274545784855,45.345868257568206,45.345868257568206
9,18.0,0.0,339.11599151056566,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.976246630114034
10,20.0,0.0,345.183863241441,37.11705419138145,40.08863585839502,42.63629909197568,43.97021721136937,46.04975006461351,49.73648103084244,58.01904944880436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
