,Temperature,Humidity,Sound_speed_20,0.05,0.5133333333333333,0.9766666666666667,1.44,1.9033333333333333,2.3666666666666663,2.8299999999999996,3.293333333333333,3.7566666666666664,4.22,4.683333333333333,5.1466666666666665,5.609999999999999,6.073333333333333,6.536666666666666,7.0
0,0.0,0.0,349.5130955273624,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,40.71091220978629,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937
1,2.0,0.0,348.87551295246885,35.99103948723757,36.54971084772008,37.11705419138145,37.693204129189006,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.97021721136937,45.345868257568206,54.5522147967359,63.63674273358635
2,4.0,0.0,332.2534468469826,37.693204129189006,41.342847853623134,44.65274545784855,46.76455788581021,50.50851617956232,52.89727214724615,55.39900223305413,58.01904944880436,59.83423188672673,61.70620407412351,63.63674273358635,65.62768017420258,68.73148374079413,71.98207897447516,76.55659472322108,0.0
3,6.0,0.0,356.83757055940174,35.99103948723757,37.11705419138145,38.27829736161054,38.872472711048495,40.08863585839502,40.71091220978629,42.63629909197568,43.97021721136937,44.65274545784855,46.76455788581021,48.227632600028514,50.50851617956232,52.08872427338086,52.89727214724615,53.718370715593814,54.5522147967359
4,8.0,0.0,347.73146614940623,37.11705419138145,54.5522147967359,58.91965086935957,62.66403939845544,64.62454486839977,66.6463866603332,69.79836905659798,71.98207897447516,74.23410838276291,76.55659472322108,78.95174230955568,81.42182441957257,83.96918545278668,87.94043442273875,90.69173651513641,93.52911577162043
5,10.0,0.0,373.12835166010115,35.99103948723757,35.99103948723757,36.54971084772008,36.54971084772008,37.11705419138145,37.11705419138145,37.693204129189006,37.693204129189006,38.27829736161054,38.27829736161054,38.27829736161054,38.872472711048495,38.872472711048495,39.47587115477783,39.47587115477783,39.47587115477783
6,12.0,0.0,334.9180551969257,37.11705419138145,38.27829736161054,39.47587115477783,40.71091220978629,41.342847853623134,41.98459272639334,43.29812157776688,43.29812157776688,43.97021721136937,44.65274545784855,45.345868257568206,46.04975006461351,46.76455788581021,47.490461320349596,48.227632600028514,48.227632600028514
7,14.0,0.0,346.87264032217473,37.11705419138145,39.47587115477783,41.342847853623134,44.65274545784855,54.5522147967359,64.62454486839977,73.09942169544017,78.95174230955568,87.94043442273875,93.52911577162043,101.01703235912464,109.1044295934718,116.03809889760873,125.32807879691089,135.36181206126594,148.4682167655258
8,16.0,0.0,350.61775509230563,37.693204129189006,45.345868257568206,47.490461320349596,48.976246630114034,49.73648103084244,51.29253525353195,52.89727214724615,55.39900223305413,58.91965086935957,101.01703235912464,104.17744854676172,107.43674143118763,110.79800446610825,114.26442788693988,117.83930173871916,123.41240814824702
9,18.0,0.0,344.5474006594059,37.11705419138145,38.27829736161054,39.47587115477783,40.08863585839502,41.342847853623134,41.342847853623134,41.98459272639334,42.63629909197568,43.29812157776688,43.97021721136937,44.65274545784855,44.65274545784855,45.345868257568206,46.04975006461351,46.04975006461351,46.76455788581021
10,20.0,0.0,329.79853123738013,37.11705419138145,38.27829736161054,38.872472711048495,39.47587115477783,40.08863585839502,40.71091220978629,41.342847853623134,41.342847853623134,41.98459272639334,41.98459272639334,42.63629909197568,42.63629909197568,43.29812157776688,43.29812157776688,43.29812157776688,43.97021721136937
